,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_III
1977.166667,0.05504938257424943,,,0.2869049001553302,,,,,,0.05765530891797978,0.08350731063294901,,,,,
1977.416667,0.05660502843969563,,,0.27976801983584676,,,0.36734201075217193,,,0.05831721034647459,0.08627140602480647,,,,,
1977.666667,0.059523508262494654,,,0.2771896357307796,,,0.36646339775029724,,,0.0588635456916783,0.08948374047508645,,,,,
1977.916667,,,,0.2817471784076903,,,0.3610178612264318,,,0.05999772613370449,0.09431793443401212,,,,3.938113189271669e-11,
1978.166667,,,,0.2871882358305938,,,0.35265996687916124,,,0.06652849049226295,0.09212585621977218,,,,9.20165320079297e-11,
1978.416667,,,,0.2939112460620803,,,0.3445672935189717,,,0.07144820874270542,0.08869744577575155,,,,2.087298867118491e-10,
1978.666667,,,,0.3058946777183829,,,0.3263860401677358,,,0.06954100335489237,0.09799135700652063,,,,3.9326436441414416e-10,
1978.916667,,,,,,,0.3130874393114293,,,0.0691527752362645,0.1126397137762099,,,,7.307024866667637e-10,
1979.166667,,,,,,,0.2639120925259331,,,0.09111181405716742,0.12224611781431398,,,,5.862603612099765e-10,
1979.416667,,,,,,,0.20554412040154643,0.025038356806825403,0.025620996333922716,0.12286570248914316,0.11976992578005535,,,,3.832347219995884e-10,
1979.666667,,,,,,0.018496292031624794,0.16331556220802818,0.025366165103059855,0.02803392352648909,0.14181403679230148,0.12281258062798188,,,,4.1293646320184055e-10,
1979.916667,,,,,,0.016329407373244082,0.1355829535373521,0.030994573039232722,0.04002997271854482,,,,,,9.412183462452126e-10,
1980.166667,,,,,,0.011896426527250441,0.09835072461713656,0.023004809171582336,0.06460858244415515,,,,,,1.0230764327765086e-09,
1980.416667,,,,,,,0.06482368205651481,0.011672193344807354,0.09830103146772555,,,,,,7.196729106773429e-10,
1980.666667,,,,,,,0.04485462172367859,,0.12358935759484431,,,,,,5.209661793652423e-10,
1980.916667,,,,,,,0.02362844860199858,,0.15458867983585292,,,,,,3.772677364887564e-10,
1981.166667,,,,,,,0.027924421473522476,,0.15276784670525492,,,,,,3.509020012859315e-10,
1981.416667,,,,,,,0.037689788945569576,,0.14120067033052575,,,,,,3.829743842162919e-10,
1981.666667,,,,,0.015054761331776207,,0.04845605691963859,,0.12613333731586865,,,,,2.656867157174619e-10,4.26194568393479e-10,
1981.916667,,,,,0.023239074105353762,,0.06437780121391345,,0.1068326006540324,,,,,4.0922230657479394e-10,4.755415243889587e-10,
1982.166667,,,,,0.025532209358358295,,0.09301909591096323,,0.08801840700997447,,,,,4.170096712947184e-10,4.995073989196904e-10,
1982.416667,,,,,0.019228802549482147,,0.12882097795280203,,0.07661483465579758,0.1612450164048043,,,,3.33262577164362e-10,4.960498803841488e-10,
1982.666667,,,,,,,0.17752804452760407,,0.059982556398806196,0.163758844974941,0.10321171278277566,,,2.6349360417417893e-10,4.909502484527486e-10,
1982.916667,,,,,,,0.2346405101543227,,0.03932371191665456,0.16153156692174267,0.092189120648852,,,2.015263258421026e-10,4.759408708324552e-10,
1983.166667,,,,,,,0.2575964407814371,,,0.1579788449442379,0.08640868442169526,,,1.356641667109595e-10,3.172744551181091e-10,
1983.416667,,,,0.33743232102355014,,,0.2530764497903717,,,0.15504953911204075,0.08307755224813834,,,,1.5307960994178166e-10,
1983.666667,,,,0.3455709669418946,,,0.24491049124941275,,,0.1502693832036657,0.07960232004642469,,,,,
1983.916667,,,,0.36363596165971024,,0.01990891419383474,0.2030622982409587,,,0.1574563772066044,0.08491337392719436,,,,,
1984.166667,,,,0.371952886161359,,0.018044891707028065,0.18405887984170333,,,0.15569894828525466,,,,,,
1984.416667,0.1613244024867811,,,0.3690903959367802,,0.017653079874318026,0.18006188714386742,,,0.1488881885459152,,,,,,
1984.666667,0.18226192663948226,,,0.35478892849603294,,0.017779560373406146,0.18135300529980836,,,,,,,,,
1984.916667,0.19901470814714364,,,0.344310545681182,,0.01881473126225444,0.19191128878452116,,,,,,,,,
1985.166667,0.22880033495450297,,,0.30145017217614795,,0.020228279171113805,0.20632653187009828,,,,,,,,,
1985.416667,0.25817820045420475,,,0.2485765784878476,,,0.22642899906230546,,,,,,,,,
1985.666667,0.28473567119945437,,,0.19475958749186748,,,0.25553682444812664,,,,,,,,,
1985.916667,0.3061671661595239,,,0.14403121985182402,,,0.2905722483523786,,,,,,,,,
1986.166667,0.32448807808491253,,,0.11410010934533765,,,0.2927435319124593,,,,,,,,,
1986.416667,0.35129196134546503,,,0.10155520026696598,,0.03762104614880102,0.25723994648508586,,,,,,,,,
1986.666667,0.3837101356073053,,,0.08809491765654547,,0.039579624350676745,0.21936774995708994,,,,,,,,,
1986.916667,0.4146403667112429,,,0.07432283502939906,,0.04124936546789367,0.18759227829277633,,,,,,,,,
1987.166667,0.4055609797825672,,,0.08455466820532075,,0.03406380866082732,0.18024388592988835,,,,,,,,,
1987.416667,0.37872869486894345,,,0.1072787618254587,,0.02167914588967902,0.18857667743556358,,,,,,,,,
1987.666667,0.3535421950841029,,,0.12966396387381407,,,0.1967993373570906,,,0.16131000115975938,,,,,,
1987.916667,0.32234158721416095,,,0.15899163055380156,,,0.20423933050248877,0.022710805524020355,,0.16243433856476164,,,,,,
1988.166667,0.31999700842610196,,,0.161366603786624,,,0.20561765761321776,0.022100586291115054,,0.16606746347513265,0.07645112534369271,,,,,
1988.416667,0.3342523083520246,,,,,,0.21128072664113595,,,0.17183941559260224,,,,,,
1988.666667,0.34937900160374796,,,,,,0.21348312331811645,,,0.17858346079998166,,,,,,
1988.916667,0.3670117405454298,,,,,,0.2150988283792367,,,0.18645055376949216,,,,,,
1989.166667,0.3917807771279925,,,,,,0.21770425097843024,,,0.16901322429413151,0.07658642885305653,,,,,
1989.416667,0.4179619416354849,,,,,,0.23453701973919305,,,0.1403368821169318,0.08889473327110281,,,,,
1989.666667,0.4373076095350535,,,,,,0.25163895180169327,,,0.12141586439309623,0.0986652931234135,,,1.1984866454125264e-10,,
1989.916667,0.44952066718222206,,,,,,0.27225742184126484,,,0.10470264611462315,0.10970547499870326,,,1.4022061884292231e-10,,
1990.166667,0.45759830731372175,,,,,,0.2661733078334571,,,0.11477548540777552,0.1053460967871012,,,1.1394124054846199e-10,,
1990.416667,0.456412885651458,,,,,,0.2713609272585363,,,0.1321319648293735,0.0825125483671122,,,5.96771402267999e-11,,
1990.666667,0.45430295221575023,,,,,,0.2800173778980561,,,0.14463311536569295,,,,,,
1990.916667,0.4546505909423934,,,,,,0.2870616659569426,,,0.15048949783100787,,,,,,
1991.166667,0.44382047726120644,,,,,,0.3215491685012864,,,0.12598080411600687,,,,,,
1991.416667,0.4327799352052435,,,,,,0.3395006176261845,,,0.11005481527196138,,,,,,
1991.666667,0.41027874799157915,,,,,,,,,0.09844656720283666,0.06724684172910661,,,,,
1991.916667,0.49133968565040864,,,,,,,,,0.12600560438548097,0.12104701596225553,,,,,
1992.166667,0.4433906381482339,,0.03881303035716602,,,,,,,0.11207990821803253,0.10146268614329457,,,,,
1992.416667,0.36176751331531937,,0.06139676563673242,,,,,,,0.10568526543960127,0.07206629230961767,,,,,
1992.666667,0.2970556929608869,,0.08931196599444459,,,,,,,0.09929533250750737,0.051113066256083944,,,,,
1992.916667,0.24815167451620407,,0.1262021554167115,,,,,,,0.09923506018013478,,,,,,
1993.166667,0.19344229987962047,,0.17933697045944927,,,,,,,0.09442428011133434,,,,,,
1993.416667,0.15624963007140388,,0.21300894530992767,,,,0.3454412230863615,,,,,,,,,
1993.666667,0.15468968771777789,0.033745668417523716,0.1677198168527778,,,,0.27806080597335336,,,,,,,,,
1993.916667,0.20354603326591728,0.062189640985641705,0.10625758964847172,,,0.10068212028001591,0.2096438086135817,,,,,,,,,
1994.166667,0.24682079065528825,0.06709308373973574,0.07059649522913583,,,0.08899432614703451,0.19736557599745927,,,,,,,,,
1994.416667,0.2833119134742709,0.04534367117061504,0.048053328061214776,,,0.08074488330839963,0.22313811406620157,,,,,,,,,
