virus_strain	serum_strain	serum_id	source	titer
DENV2/MALAYSIA/DKD811/2008	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	14
DENV2/MALAYSIA/DKD811/2008	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	18
DENV2/MALAYSIA/DKD811/2008	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	16
DENV2/MALAYSIA/DKD811/2008	DENV3/INDONESIA/SLEMANDELTA30/1978	11	monovalent	13
DENV2/MALAYSIA/DKD811/2008	DENV3/INDONESIA/SLEMANDELTA30/1978	16	monovalent	11
DENV2/MALAYSIA/DKD811/2008	DENV3/INDONESIA/SLEMANDELTA30/1978	18	monovalent	11
DENV2/MALAYSIA/DKD811/2008	DENV3/INDONESIA/SLEMANDELTA30/1978	21	monovalent	13
DENV2/MALAYSIA/DKD811/2008	DENV3/INDONESIA/SLEMANDELTA30/1978	25	monovalent	13
DENV2/MALAYSIA/DKD811/2008	DENV4/DOMINICA/814669DELTA30/1981	36	monovalent	13
DENV2/MALAYSIA/DKD811/2008	DENV4/DOMINICA/814669DELTA30/1981	38	monovalent	11
DENV2/MALAYSIA/DKD811/2008	DENV4/DOMINICA/814669DELTA30/1981	51	monovalent	11
DENV2/MALAYSIA/DKD811/2008	DENV4/DOMINICA/814669DELTA30/1981	68	monovalent	10
DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	11
DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944	DENV4/DOMINICA/814669DELTA30/1981	38	monovalent	10
DENV2/NICARAGUA/BIDV533/2005	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	10
DENV2/NICARAGUA/BIDV533/2005	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	10
DENV2/NICARAGUA/BIDV533/2005	DENV3/INDONESIA/SLEMANDELTA30/1978	16	monovalent	12
DENV2/NICARAGUA/BIDV533/2005	DENV4/DOMINICA/814669DELTA30/1981	38	monovalent	11
DENV2/NICARAGUA/BIDV533/2005	DENV4/DOMINICA/814669DELTA30/1981	43	monovalent	12
DENV2/NICARAGUA/BIDV533/2005	DENV4/DOMINICA/814669DELTA30/1981	51	monovalent	12
DENV2/NICARAGUA/BIDV533/2005	DENV4/DOMINICA/814669DELTA30/1981	58	monovalent	13
DENV2/NICARAGUA/BIDV533/2005	DENV4/DOMINICA/814669DELTA30/1981	68	monovalent	10
DENV2/NICARAGUA/BIDV571/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	14
DENV2/NICARAGUA/BIDV571/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	10
DENV2/NICARAGUA/BIDV571/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	13
DENV2/NICARAGUA/BIDV571/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	11
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	2	monovalent	12
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	8	monovalent	12
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	9	monovalent	10
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	11	monovalent	13
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	16	monovalent	16
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	18	monovalent	17
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	21	monovalent	14
DENV2/NICARAGUA/BIDV571/2006	DENV3/INDONESIA/SLEMANDELTA30/1978	25	monovalent	12
DENV2/NICARAGUA/BIDV571/2006	DENV4/DOMINICA/814669DELTA30/1981	36	monovalent	12
DENV2/NICARAGUA/BIDV571/2006	DENV4/DOMINICA/814669DELTA30/1981	43	monovalent	17
DENV2/NICARAGUA/BIDV571/2006	DENV4/DOMINICA/814669DELTA30/1981	45	monovalent	11
DENV2/NICARAGUA/BIDV571/2006	DENV4/DOMINICA/814669DELTA30/1981	51	monovalent	12
DENV2/NICARAGUA/BIDV571/2006	DENV4/DOMINICA/814669DELTA30/1981	66	monovalent	12
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	22
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	17
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	32
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	31
DENV2/PERU/IQT2913/1996	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	44	monovalent	11
DENV2/PERU/IQT2913/1996	DENV3/INDONESIA/SLEMANDELTA30/1978	2	monovalent	12
DENV2/PERU/IQT2913/1996	DENV3/INDONESIA/SLEMANDELTA30/1978	9	monovalent	13
DENV2/PERU/IQT2913/1996	DENV3/INDONESIA/SLEMANDELTA30/1978	11	monovalent	20
DENV2/PERU/IQT2913/1996	DENV3/INDONESIA/SLEMANDELTA30/1978	16	monovalent	27
DENV2/PERU/IQT2913/1996	DENV3/INDONESIA/SLEMANDELTA30/1978	18	monovalent	28
DENV2/PERU/IQT2913/1996	DENV3/INDONESIA/SLEMANDELTA30/1978	21	monovalent	20
DENV2/PERU/IQT2913/1996	DENV4/DOMINICA/814669DELTA30/1981	36	monovalent	13
DENV2/PERU/IQT2913/1996	DENV4/DOMINICA/814669DELTA30/1981	43	monovalent	15
DENV2/PERU/IQT2913/1996	DENV4/DOMINICA/814669DELTA30/1981	45	monovalent	10
DENV2/PERU/IQT2913/1996	DENV4/DOMINICA/814669DELTA30/1981	51	monovalent	19
DENV2/PERU/IQT2913/1996	DENV4/DOMINICA/814669DELTA30/1981	66	monovalent	11
DENV2/PERU/IQT2913/1996	DENV4/DOMINICA/814669DELTA30/1981	67	monovalent	10
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	18
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	15
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	24
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	15	monovalent	21
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	29
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	26
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	43	monovalent	11
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	44	monovalent	19
DENV2/TONGA/DELTA30/1974	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	48	monovalent	10
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	1	monovalent	15
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	2	monovalent	27
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	8	monovalent	18
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	9	monovalent	19
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	11	monovalent	39
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	16	monovalent	45
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	18	monovalent	15
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	19	monovalent	10
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	21	monovalent	17
DENV2/TONGA/DELTA30/1974	DENV3/INDONESIA/SLEMANDELTA30/1978	25	monovalent	10
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	36	monovalent	12
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	38	monovalent	18
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	43	monovalent	24
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	45	monovalent	12
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	51	monovalent	19
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	53	monovalent	10
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	58	monovalent	18
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	66	monovalent	20
DENV2/TONGA/DELTA30/1974	DENV4/DOMINICA/814669DELTA30/1981	67	monovalent	12
DENV2/VIETNAM/BIDV735/2006	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	11
DENV2/VIETNAM/BIDV735/2006	DENV4/DOMINICA/814669DELTA30/1981	38	monovalent	13
DENV2/VIETNAM/BIDV735/2006	DENV4/DOMINICA/814669DELTA30/1981	43	monovalent	14
DENV2/VIETNAM/BIDV735/2006	DENV4/DOMINICA/814669DELTA30/1981	51	monovalent	11
DENV2/VIETNAM/BIDV735/2006	DENV4/DOMINICA/814669DELTA30/1981	67	monovalent	13
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	3	monovalent	28
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	8	monovalent	11
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	13	monovalent	12
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	15	monovalent	14
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	19	monovalent	19
DENV2/VIETNAM/AC21/2003	DENV1/NAURU/WESTERNPACIFICDELTA30/1974	38	monovalent	19
DENV2/VIETNAM/AC21/2003	DENV3/INDONESIA/SLEMANDELTA30/1978	1	monovalent	12
